HGNC ID	Approved symbol	Alias symbols	UniProt ID(supplied by UniProt)	OMIM ID(supplied by OMIM)	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:13576	PRAMEF14	OTTHUMG00000007916	Q5SWL7		729528	ENSG00000204481
HGNC:13577	C21orf65					
HGNC:13578	ZNF318	HRIHFB2436, ZFP318	Q5VUA4	617512	24149	ENSG00000171467
HGNC:13579	PAXBP1	GCFC, fSAP105	Q9Y5B6	617621	94104	ENSG00000159086
HGNC:1358	C9		P02748	120940	735	ENSG00000113600
HGNC:13581	FBXO2	FBX2, Nfb42, Fbs1, Fbg1	Q9UK22	607112	26232	ENSG00000116661
HGNC:13582	FBXO3	FBX3, FBA	Q9UK99	609089	26273	ENSG00000110429
HGNC:13583	FBXO4	FBX4	Q9UKT5	609090	26272	ENSG00000151876
HGNC:13584	FBXO5	FBX5, Fbxo31, EMI1	Q9UKT4	606013	26271	ENSG00000112029
HGNC:13585	FBXO6	FBX6, FBG2, FBS2, Fbx6b	Q9NRD1	605647	26270	ENSG00000116663
HGNC:13586	FBXO7	FBX7, Fbx, PARK15	Q9Y3I1	605648	25793	ENSG00000100225
HGNC:13587	FBXO8	FBX8, FBS	Q9NRD0	605649	26269	ENSG00000164117
HGNC:13588	FBXO9	FBX9, NY-REN-57	Q9UK97	609091	26268	ENSG00000112146
HGNC:13589	FBXO10	FBX10	Q9UK96	609092	26267	ENSG00000147912
HGNC:1359	EQTN	AFAF, SPACA8, equatorin	Q9NQ60	617653	54586	ENSG00000120160
HGNC:13590	FBXO11	FBX11, UBR6	Q86XK2	607871	80204	ENSG00000138081
HGNC:13591	FBXO20	FBX20				
HGNC:13592	FBXO21	FBX21, KIAA0875	O94952	609095	23014	ENSG00000135108
HGNC:13593	FBXO22	FBX22, FISTC1	Q8NEZ5	609096	26263	ENSG00000167196
HGNC:13594	TSPAN17	FBX23	Q96FV3		26262	ENSG00000048140
HGNC:13595	FBXO24	FBX24	O75426	609097	26261	ENSG00000106336
HGNC:13596	FBXO25	FBX25	Q8TCJ0	609098	26260	ENSG00000147364
HGNC:13597	FBXW8	FBX29, FBW6, FBW8	Q8N3Y1	609073	26259	ENSG00000174989
HGNC:13598	FBXL2	FBL2, FBL3	Q9UKC9	605652	25827	ENSG00000153558
HGNC:13599	FBXL3	FBL3, FBL3A	Q9UKT7	605653	26224	ENSG00000005812
HGNC:136	ACTBP3				63	
HGNC:1360	C9orf2					
HGNC:13600	FBXL21P	FBL3B, Fbl21	Q9UKT6	609087	26223	ENSG00000164616
HGNC:13601	FBXL4	FBL4, FBL5	Q9UKA2	605654	26235	ENSG00000112234
HGNC:13602	FBXL5	FBL4, FBL5, FLR1	Q9UKA1	605655	26234	ENSG00000118564
HGNC:13603	FBXL6	FBL6	Q8N531	609076	26233	ENSG00000182325
HGNC:13604	FBXL7	KIAA0840, FBL7, FBL6	Q9UJT9	605656	23194	ENSG00000183580
HGNC:13605	LRRC29	FBL9	Q8WV35		26231	ENSG00000125122
HGNC:13606	KDM2A	KIAA1004, FBL11, LILINA, DKFZP434M1735, FBL7, FLJ00115, CXXC8, JHDM1A	Q9Y2K7	605657	22992	ENSG00000173120
HGNC:13607	FBXW11	KIAA0696, Fbw1b, BTRCP2, BTRC2, Hos, Fbw11	Q9UKB1	605651	23291	ENSG00000072803
HGNC:13608	FBXW2	FBW2, Md6, Fwd2	Q9UKT8	609071	26190	ENSG00000119402
HGNC:13609	FBXW4P1	FBW3			26226	ENSG00000230701
HGNC:1361	AOPEP	C90RF3, FLJ14675, APO, AP-O	Q8N6M6		84909	ENSG00000148120
HGNC:13610	KDM2B	PCCX2, CXXC2, Fbl10, JHDM1B	Q8NHM5	609078	84678	ENSG00000089094
HGNC:13611	FBXL12	FLJ20188, Fbl12	Q9NXK8	609079	54850	ENSG00000127452
HGNC:13613	FBXW5	DKFZP434B205, MGC20962, Fbw5	Q969U6	609072	54461	ENSG00000159069
HGNC:13615	FBXL17	DKFZP434C1715, Fbx13, Fbl17	Q9UF56	609083	64839	ENSG00000145743
HGNC:13616	FBXO14					
HGNC:13617	FBXO15	MGC39671, FBX15	Q8NCQ5	609093	201456	ENSG00000141665
HGNC:13618	FBXO16	FBX16	Q8IX29	608519	157574	ENSG00000214050
HGNC:1362	FRRS1L	CG-6	Q9P0K9	604574	23732	ENSG00000260230
HGNC:13620	FBH1	FLJ14590, Fbx18	Q8NFZ0	607222	84893	ENSG00000134452
HGNC:13621	SLC6A15	hv7-3, NTT73, FLJ10316, V7-3, SBAT1	Q9H2J7	607971	55117	ENSG00000072041
HGNC:13622	SLC6A16	NTT5	Q9GZN6	607972	28968	ENSG00000063127
HGNC:13624	SPG17					
HGNC:13625	CACNG6		Q9BXT2	606898	59285	ENSG00000130433
HGNC:13626	CACNG7		P62955	606899	59284	ENSG00000105605
HGNC:13628	CACNG8		Q8WXS5	606900	59283	ENSG00000142408
HGNC:13629	PABPC5	PABP5	Q96DU9	300407	140886	ENSG00000174740
HGNC:1363	TMEM245	CG-2	Q9H330		23731	ENSG00000106771
HGNC:13630	TFPT	FB1, amida, INO80F	P0C1Z6	609519	29844	ENSG00000105619
HGNC:13631	RPL36	DKFZp566B023, L36	Q9Y3U8	617893	25873	ENSG00000130255
HGNC:13632	MAML1	KIAA0200, Mam-1	Q92585	605424	9794	ENSG00000161021
HGNC:13633	ADIPOQ	ACRP30, apM1, GBP28, adiponectin	Q15848	605441	9370	ENSG00000181092
HGNC:13634	MAL2		Q969L2	609684	114569	ENSG00000147676
HGNC:13635	PLVAP	gp68, PV-1, PV1, FELS	Q9BX97	607647	83483	ENSG00000130300
HGNC:13636	FOLH1B	PSMAL	Q9HBA9	609020	219595	ENSG00000134612
HGNC:13637	MUC3					
HGNC:13638	VENTXP7	HPX42			391518	ENSG00000236380
HGNC:13639	VENTX	HPX42B	O95231	607158	27287	ENSG00000151650
HGNC:1364	ABITRAM	CG-8, FLJ20457, Simiate	Q9NX38		54942	ENSG00000119328
HGNC:13640	KCNK11					
HGNC:13641	PMS2P12	PMSL12			392713	ENSG00000228546
HGNC:13642	PERQ2					
HGNC:13643	PERQ3					
HGNC:13644	ZNF319	KIAA1388, Zfp319	Q9P2F9		57567	ENSG00000166188
HGNC:13645	MBNT					
HGNC:13646	LAPTM4B	LC27	Q86VI4	613296	55353	ENSG00000104341
HGNC:13647	SARSM					
HGNC:13648	TAF3A					
HGNC:13649	TAF3B					
HGNC:1365	CACFD1	D9S2135, flower	Q9UGQ2	613104	11094	ENSG00000160325
HGNC:13650	TAF3C					
HGNC:13651	TAF3D					
HGNC:13652	BDP1	TFIIIB150, TFC5, TFIIIB90, KIAA1689, HSA238520, KIAA1241	A6H8Y1	607012	55814	ENSG00000145734
HGNC:13655	SCUBE3	FLJ34743	Q8IX30	614708	222663	ENSG00000146197
HGNC:13657	OFD1P6Y				386690	ENSG00000242153
HGNC:13658	NTN4		Q9HB63	610401	59277	ENSG00000074527
HGNC:13659	CLK4		Q9HAZ1	607969	57396	ENSG00000113240
HGNC:1366	ADAMTS13	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	Q76LX8	604134	11093	ENSG00000160323
HGNC:13660	GPR93					
HGNC:13661	GPR94	FKSG77				
HGNC:13662	GPR95					
HGNC:13664	MACF1	KIAA0465, ACF7, ABP620, KIAA1251, MACF, FLJ45612, FLJ46776	Q9UPN3	608271	23499	ENSG00000127603
HGNC:13666	AAAS		Q9NRG9	605378	8086	ENSG00000094914
HGNC:13667	AP1M1	AP47, CLAPM2	Q9BXS5	603535	8907	ENSG00000072958
HGNC:13668	DFNA38					
HGNC:13669	DFNB30					
HGNC:1367	SPACA9	Mast	Q96E40	618552	11092	ENSG00000165698
HGNC:13670	GUSBP1		Q15486		728411	ENSG00000183666
HGNC:13671	H2AC12	H2AFALii, dJ86C11.1, H2A/S	Q96KK5	615013	85235	ENSG00000274997
HGNC:13672	KLF13	RFLAT-1, BTEB3, NSLP1, FKLF-2	Q9Y2Y9	605328	51621	ENSG00000169926
HGNC:13673	NDUFB3P1				93993	
HGNC:13674	NDUFB3P2				93994	
HGNC:13675	NDUFB3P3				93996	
HGNC:13676	NDUFB3P4				93995	
HGNC:13677	NDUFB3P5				93997	
HGNC:13679	ST15					
HGNC:1368	CA1	Car1	P00915	114800	759	ENSG00000133742
HGNC:13680	MPP4		Q96JB8	606575	58538	ENSG00000082126
HGNC:13681	DCHS1	FIB1, KIAA1773, FLJ11790, CDHR6	Q96JQ0	603057	8642	ENSG00000166341
HGNC:13682	SPG28					
HGNC:13683	IGKJRB1					
HGNC:13684	IGKJRBP1					
HGNC:13685	IGKJRBP2					
HGNC:13686	RBPJP3	K2			58164	
HGNC:13687	RBPJP4	K7			58163	
HGNC:1369	CA10	CARPX, CA-RPX, HUCEP-15	Q9NS85	604642	56934	ENSG00000154975
HGNC:13698	GTSE1	GTSE-1, B99	Q9NYZ3	607477	51512	ENSG00000075218
HGNC:137	ACTBP4				64	ENSG00000286676
HGNC:1370	CA11	CARP2, CARPX1	O75493	604644	770	ENSG00000063180
HGNC:13700	IL22RA1	CRF2-9	Q8N6P7	605457	58985	ENSG00000142677
HGNC:13702	BIRC7	mliap, ML-IAP, KIAP, RNF50	Q96CA5	605737	79444	ENSG00000101197
HGNC:13703	MAK16	MAK16L	Q9BXY0		84549	ENSG00000198042
HGNC:13705	TMEM187	ITBA1, DXS9878E	Q14656	300059	8269	ENSG00000177854
HGNC:13706	THEG	CT56, THEG1	Q9P2T0	609503	51298	ENSG00000105549
HGNC:13707	SCG3	SgIII, FLJ90833	Q8WXD2	611796	29106	ENSG00000104112
HGNC:13708	GPR182	hrhAMR, G10D, AM-R	O15218	605307	11318	ENSG00000166856
HGNC:13709	DEGS1	MLD, Des-1, DES1, FADS7, DEGS-1	O15121	615843	8560	ENSG00000143753
HGNC:1371	CA12	HsT18816	O43570	603263	771	ENSG00000074410
HGNC:13711	POF1B	POF, FLJ22792	Q8WVV4	300603	79983	ENSG00000124429
HGNC:13712	VN1R6P	ZVNR2, ZVNH2			653753	ENSG00000174677
HGNC:13714	CABP5	CaBP3	Q9NP86	607315	56344	ENSG00000105507
HGNC:13716	LINC01587	aC1	Q99440		10141	ENSG00000082929
HGNC:13717	ENPP5		Q9UJA9	617001	59084	ENSG00000112796
HGNC:13718	FOSL1	fra-1	P15407	136515	8061	ENSG00000175592
HGNC:1372	CA14		Q9ULX7	604832	23632	ENSG00000118298
HGNC:13721	RCE1	hRCE1, FACE-2, FACE2	Q9Y256	605385	9986	ENSG00000173653
HGNC:13722	NUTF2	NTF2, PP15	P61970	605813	10204	ENSG00000102898
HGNC:13723	CTCF	FAP108, CFAP108	P49711	604167	10664	ENSG00000102974
HGNC:13724	ATP6V0D1	ATP6DV, VATX, VPATPD, P39, Vma6	P61421	607028	9114	ENSG00000159720
HGNC:13726	KMT2C	KIAA1506, HALR	Q8NEZ4	606833	58508	ENSG00000055609
HGNC:13727	RANBP9	RanBPM	Q96S59	603854	10048	ENSG00000010017
HGNC:13728	ADGRG3	Pb99, PGR26	Q86Y34	618441	222487	ENSG00000182885
HGNC:13729	HNRNPA3P1	FBRNP, D10S102			10151	ENSG00000226790
HGNC:1373	CA2	Car2, CA-II, CAII	P00918	611492	760	ENSG00000104267
HGNC:13730	SPG14					
HGNC:13731	MAEA	EMP, GID9, p44EMLP, HLC-10	Q7L5Y9	606801	10296	ENSG00000090316
HGNC:13732	PRM3		Q9NNZ6		58531	ENSG00000178257
HGNC:13733	CDH23	CDHR23	Q9H251	605516	64072	ENSG00000107736
HGNC:13734	GLYAT	GAT, ACGNAT	Q6IB77	607424	10249	ENSG00000149124
HGNC:13735	RGS19	GAIP, RGSGAIP	P49795	605071	10287	ENSG00000171700
HGNC:13736	UBL5		Q9BZL1	606849	59286	ENSG00000198258
HGNC:13737	SNT1					
HGNC:13738	SNT2B1					
HGNC:13739	SNT2B2					
HGNC:1374	CA3	Car3, CAIII	P07451	114750	761	ENSG00000164879
HGNC:13740	SNTG1	SYN4, G1SYN	Q9NSN8	608714	54212	ENSG00000147481
HGNC:13741	SNTG2	SYN5, G2SYN	Q9NY99	608715	54221	ENSG00000172554
HGNC:13742	ALOX15P1				100652883	ENSG00000274114
HGNC:13743	ALOXE3	eLOX3, E-LOX	Q9BYJ1	607206	59344	ENSG00000179148
HGNC:13744	HERPUD1	KIAA0025, Mif1, HERP, SUP	Q15011	608070	9709	ENSG00000051108
HGNC:13745	FSD1	MGC3213, MIR1	Q9BTV5	609828	79187	ENSG00000105255
HGNC:13746	BRINP2	DBCCR1L2	Q9C0B6		57795	ENSG00000198797
HGNC:13747	DLEU1	LEU1, XTP6, NCRNA00021, LINC00021, BCMS1	O43261	605765	10301	ENSG00000176124
HGNC:13748	DLEU2	LEU2, TRIM13OS, NCRNA00022, LINC00022, MIR15AHG		605766	8847	ENSG00000231607
HGNC:13749	FAM3A	DXS560S, 2-19, XAP-7	P98173	300492	60343	ENSG00000071889
HGNC:1375	CA4	CAIV, Car4	P22748	114760	762	ENSG00000167434
HGNC:13752	MYOZ1	FATZ, CS-2	Q9NP98	605603	58529	ENSG00000177791
HGNC:13753	FSD1L		Q9BXM9	609829	83856	ENSG00000106701
HGNC:13754	RBM8					
HGNC:13756	ERVK-4	HERV-K(I)		614011	60359	
HGNC:13757	ERVK-5	HERV-K(II)	P61583, Q9HDB8, Q9HDB9	614012	60358	
HGNC:13759	CYFIP1	KIAA0068, P140SRA-1, SHYC	Q7L576	606322	23191	ENSG00000273749
HGNC:1376	CA5					
HGNC:13760	CYFIP2	PIR121	Q96F07	606323	26999	ENSG00000055163
HGNC:13761	RBPJL	RBP-L, SUH, SUHL	Q9UBG7	616104	11317	ENSG00000124232
HGNC:13764	RELT	FLJ14993	Q969Z4	611211	84957	ENSG00000054967
HGNC:13765	IL25	IL-25, IL-17E	Q9H293	605658	64806	ENSG00000166090
HGNC:1377	CA5A	CAV, CAVA	P35218	114761	763	ENSG00000174990
HGNC:13770	IGDCC4	NOPE, LOC57722	Q8TDY8	616810	57722	ENSG00000103742
HGNC:13771	SOST	VBCH, DAND6	Q9BQB4	605740	50964	ENSG00000167941
HGNC:13779	RNF24	G1L	Q9Y225	612489	11237	ENSG00000101236
HGNC:1378	CA5B		Q9Y2D0	300230	11238	ENSG00000169239
HGNC:13780	GFM1	EFGM, GFM, EGF1, mtEF-G1	Q96RP9	606639	85476	ENSG00000168827
HGNC:13782	NPVF	RFRP	Q9HCQ7	616984	64111	ENSG00000105954
HGNC:13784	MIR429	hsa-mir-429		612094	554210	ENSG00000198976
HGNC:13785	MRS2		Q9HD23		57380	ENSG00000124532
HGNC:13787	BCL2L12		Q9HB09	610837	83596	ENSG00000126453
HGNC:13788	ANKRD33	DKFZp686O1689, PANKY	Q7Z3H0		341405	ENSG00000167612
HGNC:1379	CA5AP1				764	ENSG00000260133
HGNC:13790	PI					
HGNC:13791	PIL					
HGNC:13792	AACT					
HGNC:13793	PI4					
HGNC:13794	PARK4					
HGNC:13796	C18orf54	MGC33382, LAS2	Q8IYD9	613258	162681	ENSG00000166845
HGNC:13797	PRX	KIAA1620	Q9BXM0	605725	57716	ENSG00000105227
HGNC:13799	ERP29	ERp28, ERp31, PDI-DB, PDIA9	P30040	602287	10961	ENSG00000089248
HGNC:138	ACTBP5					
HGNC:1380	CA6		P23280	114780	765	ENSG00000131686
HGNC:13800	CHRNA10		Q9GZZ6	606372	57053	ENSG00000129749
HGNC:13802	NEUROD4	Atoh3, ATH-3, MATH-3, bHLHa4	Q9HD90	611635	58158	ENSG00000123307
HGNC:13804	NEUROD6	Atoh2, NEX1M, Math-2, bHLHa2, Nex1	Q96NK8	611513	63974	ENSG00000164600
HGNC:13805	NEUROG2	Atoh4, Math4A, ngn-2, bHLHa8, NGN2	Q9H2A3	606624	63973	ENSG00000178403
HGNC:13806	NEUROG3	Atoh5, Math4B, ngn3, bHLHa7	Q9Y4Z2	604882	50674	ENSG00000122859
HGNC:13807	GLCLC					
HGNC:13808	GLCLR					
HGNC:1381	CA7		P43166	114770	766	ENSG00000168748
HGNC:13811	SLC4A10	NBCn2, NCBE	Q6U841	605556	57282	ENSG00000144290
HGNC:13812	SLC2A8	GLUTX1, GLUT8	Q9NY64	605245	29988	ENSG00000136856
HGNC:13813	SLC4A1AP	kanadaptin, HLC3	Q9BWU0	602655	22950	ENSG00000163798
HGNC:13814	KCNK15	K2p15.1, dJ781B1.1, KT3.3, KIAA0237, TASK5, TASK-5	Q9H427	607368	60598	ENSG00000124249
HGNC:13815	BCO1	FLJ10730, BCMO	Q9HAY6	605748	53630	ENSG00000135697
HGNC:13816	ATP12A	HK, H-K-ATPase	P54707	182360	479	ENSG00000075673
HGNC:13817	CHST7	C6ST-2, C6ST2	Q9NS84	300375	56548	ENSG00000147119
HGNC:13818	SLC12A5	KIAA1176, KCC2	Q9H2X9	606726	57468	ENSG00000124140
HGNC:13819	SLCO1C1	OATP-F, OATP1C1, OATP1	Q9NYB5	613389	53919	ENSG00000139155
HGNC:1382	CA8	CARP	P35219	114815	767	ENSG00000178538
HGNC:13821	GFRA4		Q9GZZ7	618679	64096	ENSG00000125861
HGNC:13822	HYD2					
HGNC:13823	NETO1	BTCL1, BCTL1	Q8TDF5	607973	81832	ENSG00000166342
HGNC:13824	MMS19	MET18, hMMS19, CIAO4	Q96T76	614777	64210	ENSG00000155229
HGNC:13825	ASPSCR1	ASPS, ASPL, UBXD9, UBXN9, TUG	Q9BZE9	606236	79058	ENSG00000169696
HGNC:13826	DMRTA1		Q5VZB9	614803	63951	ENSG00000176399
HGNC:13827	ZNF321P	MGC35402	Q8N8H1		399669	ENSG00000213801
HGNC:13829	WNT10A		Q9GZT5	606268	80326	ENSG00000135925
HGNC:1383	CA9	MN, CAIX	Q16790	603179	768	ENSG00000107159
HGNC:13830	CNTNAP2	Caspr2, KIAA0868, NRXN4	Q9UHC6	604569	26047	ENSG00000174469
HGNC:13831	WDR11	KIAA1351, FLJ10506, WDR15, HH14, DR11, SRI1	Q9BZH6	606417	55717	ENSG00000120008
HGNC:13832	PARK5					
HGNC:13833	DFNA39					
HGNC:13834	CNTNAP3	CASPR3, KIAA1714, FLJ14195, CNTNAP3A	Q9BZ76	610517	79937	ENSG00000106714
HGNC:13837	GPR67					
HGNC:13838	ADGRA1	KIAA1828	Q86SQ6	612302	84435	ENSG00000197177
HGNC:13839	ADGRA3	FLJ38547, PGR21	Q8IWK6	612303	166647	ENSG00000152990
HGNC:1384	CABP1		Q9NZU7	605563	9478	ENSG00000157782
HGNC:13840	GPR89B	SH120	P0CG08	612806	51463	ENSG00000188092
HGNC:13841	ADGRG6	FLJ14937	Q86SQ4	612243	57211	ENSG00000112414
HGNC:13842	ZNF320	ZFPL, DKFZp686G16228	A2RRD8	606427	162967	ENSG00000182986
HGNC:13843	ZNF316	MZF-3, ENST00000305834	A6NFI3		100131017	ENSG00000205903
HGNC:13845	ZNF315P	b24o18.1, ZNF184-Lp				
HGNC:13846	ZNF70P1	dJ1033B10.7, bCX269C15.3			100419609	ENSG00000225463
HGNC:13847	ZNF311		Q5JNZ3		282890	ENSG00000197935
HGNC:13848	ZNF302	ZNF327, ZNF135L, ZNF140L	Q9NR11		55900	ENSG00000089335
HGNC:13849	ZNF305	KIAA0426, ZNF29K1, ZFP96, dJ29K1.2				
HGNC:1385	CABP2		Q9NPB3	607314	51475	ENSG00000167791
HGNC:13850	ZSCAN12P1	ZNF187p1, dJ313I6.7			221584	ENSG00000219891
HGNC:13851	ZBED9	ZFP38-L, KIAA1925, FLJ31087, Buster4	Q6R2W3	615254	114821	ENSG00000232040
HGNC:13853	ZKSCAN3	Zfp47, ZF47, ZSCAN35	Q9BRR0	612791	80317	ENSG00000189298
HGNC:13854	ZKSCAN4	p373c6.1, P1P373C6, FLJ32136, ZSCAN36	Q969J2	611643	387032	ENSG00000187626
HGNC:13855	NPM1P21				100129237	ENSG00000248578
HGNC:13856	ZNF309	dJ874C20.1				
HGNC:1386	CABP4	CSNB2B	P57796	608965	57010	ENSG00000175544
HGNC:13861	LZTS1	FEZ1	Q9Y250	606551	11178	ENSG00000061337
HGNC:13862	BTG4	PC3B, APRO3	Q9NY30	605673	54766	ENSG00000137707
HGNC:13863	IBD3					
HGNC:13865	MRXS11	SMRXS				
HGNC:13867	SH3KBP1	CIN85	Q96B97	300374	30011	ENSG00000147010
HGNC:13869	LOXL3		P58215	607163	84695	ENSG00000115318
HGNC:1387	CACD					
HGNC:13870	NUDT21	CFIM25	O43809	604978	11051	ENSG00000167005
HGNC:13871	CPSF6	CFIM, HPBRII-4, HPBRII-7, CFIM68, CFIM72	Q16630	604979	11052	ENSG00000111605
HGNC:13872	RIPOR2	KIAA0386, DIFF48, MYONAP	Q9Y4F9	611410	9750	ENSG00000111913
HGNC:13873	PARK6					
HGNC:13875	FOXP2	CAGH44	O15409	605317	93986	ENSG00000128573
HGNC:13877	TTYH2	C17orf29	Q9BSA4	608855	94015	ENSG00000141540
HGNC:13878	PCI					
HGNC:13879	MYO1H	FLJ37587	Q8N1T3	614636	283446	ENSG00000174527
HGNC:1388	CACNA1A	Cav2.1, EA2, APCA, HPCA, FHM	O00555	601011	773	ENSG00000141837
HGNC:13880	MYO1G	HA-2	B0I1T2	600642	64005	ENSG00000136286
HGNC:13884	ABCG4	WHITE2	Q9H172	607784	64137	ENSG00000172350
HGNC:13886	ABCG5	STSL	Q9H222	605459	64240	ENSG00000138075
HGNC:13887	ABCG8	GBD4	Q9H221	605460	64241	ENSG00000143921
HGNC:1389	CACNA1B	Cav2.2, CACNN	Q00975	601012	774	ENSG00000148408
HGNC:13890	ITCH	AIP4	Q96J02	606409	83737	ENSG00000078747
HGNC:13891	CBG					
HGNC:13892	TBG					
HGNC:13894	SERPINA8					
HGNC:13895	ELANH2					
HGNC:13896	PAI2					
HGNC:13897	SCCA1					
HGNC:13898	SCCA2					
HGNC:13899	PI5					
HGNC:139	ACTBP6				66	ENSG00000203413
HGNC:1390	CACNA1C	Cav1.2, CACH2, CACN2, TS, LQT8	Q13936	114205	775	ENSG00000151067
HGNC:13900	SGK2		Q9HBY8	607589	10110	ENSG00000101049
HGNC:13901	PI6					
HGNC:13902	SERPINB7	MEGSIN	O75635	603357	8710	ENSG00000166396
HGNC:13903	PI8					
HGNC:13904	PI9					
HGNC:13905	PI10					
HGNC:13906	MXD4	MAD4, MSTP149, MST149, bHLHc12	Q14582		10608	ENSG00000123933
HGNC:13907	ATOH7	Math5, bHLHa13	Q8N100	609875	220202	ENSG00000179774
HGNC:13908	DMRTA2		Q96SC8	614804	63950	ENSG00000142700
HGNC:13909	DMRT3		Q9NQL9	614754	58524	ENSG00000064218
HGNC:1391	CACNA1D	Cav1.3, CACH3, CACN4	Q01668	114206	776	ENSG00000157388
HGNC:13910	DMRTC1		Q5HYR2	300878	63947	ENSG00000269502
HGNC:13911	DMRTC2		Q8IXT2	614806	63946	ENSG00000142025
HGNC:13913	DMRTB1		Q96MA1	614805	63948	ENSG00000143006
HGNC:13915	ERVK-6	HERV-K(HML-2.HOM), HERV-K108, HERV-K(C7), envK2	Q69383, Q69384, Q7LDI9, Q9BXR3, Q9Y6I0	605626	64006	
HGNC:13916	APOM	G3a, NG20	O95445	606907	55937	ENSG00000204444
HGNC:13917	DDX39B	D6S81E, UAP56	Q13838	142560	7919	ENSG00000198563
HGNC:13918	PRRC2A	G2, D6S51E	P48634	142580	7916	ENSG00000204469
HGNC:13919	BAG6	G3, D6S52E, Scythe	P46379	142590	7917	ENSG00000204463
HGNC:1392	CACNA1E	Cav2.3, BII, CACH6	Q15878	601013	777	ENSG00000198216
HGNC:13920	GPANK1	G5, D6S54E, GPATCH10, ANKRD59	O95872	142610	7918	ENSG00000204438
HGNC:13921	ABHD16A	NG26, D6S82E	O95870	142620	7920	ENSG00000204427
HGNC:13922	TSBP1	TSBP	Q5SRN2	618151	10665	ENSG00000204296
HGNC:13923	WDR46	BING4, UTP7	O15213	611440	9277	ENSG00000227057
HGNC:13924	ZNRD1ASP	HTEX4, Em:AB023056.3, HCGVIII, HCGVIII-1		615714	80862	ENSG00000204623
HGNC:13925	C6orf13	HCGI				
HGNC:13926	C6orf14	PTD017, HSPC183				
HGNC:13927	C6orf15	STG	Q6UXA7	611401	29113	ENSG00000204542
HGNC:13928	C6orf16	SEEK1				
HGNC:13929	C6orf17	SPR1				
HGNC:1393	CACNA1F	Cav1.4, JM8, JMC8, CSNBX2, CORDX3, CSNB2A, OA2	O60840	300110	778	ENSG00000102001
HGNC:13930	CCHCR1	HCR	Q8TD31	605310	54535	ENSG00000204536
HGNC:13931	LY6G5B	G5b	Q8NDX9	610433	58496	ENSG00000240053
HGNC:13932	LY6G5C	G5c, NG33	Q5SRR4	610434	80741	ENSG00000204428
HGNC:13933	LY6G6F	G6f, NG32	Q5SQ64	611404	259215	ENSG00000204424
HGNC:13934	LY6G6E	G6e		610437	79136	ENSG00000255552
HGNC:13935	LY6G6D	MEGT1, Ly6-D, G6D, LY6-D, NG25	O95868	606038	58530	ENSG00000244355
HGNC:13936	LY6G6C	G6c, NG24	O95867	610435	80740	ENSG00000204421
HGNC:13937	MPIG6B	G6b, NG31, G6b-B	O95866	606520	80739	ENSG00000204420
HGNC:13938	SAPCD1	NG23	Q5SSQ6		401251	ENSG00000228727
HGNC:13939	VWA7	G7c, NG37	Q9Y334	609693	80737	ENSG00000204396
HGNC:1394	CACNA1G	Cav3.1, NBR13	O43497	604065	8913	ENSG00000006283
HGNC:13940	LSM2	G7b, YBL026W	Q9Y333	607282	57819	ENSG00000204392
HGNC:13941	SLC44A4	NG22, CTL4, FLJ14491, TPPT, DFNA72	Q53GD3	606107	80736	ENSG00000204385
HGNC:13942	C6orf30	NG36, Em:AF134726.4				
HGNC:13943	PRRT1	NG5, IFITMD7, DSPD1	Q99946	618297	80863	ENSG00000204314
HGNC:13944	EGFL8	NG3	Q99944	609897	80864	ENSG00000241404
HGNC:13945	GPSM3	NG1, G18, G18.1a, G18.1b, G18.2, AGS4	Q9Y4H4	618558	63940	ENSG00000213654
HGNC:13946	CD83P1	HB15p, b34I8.3			100128240	ENSG00000219738
HGNC:13947	COL11A2P1	cD0826Q1.1			394214	ENSG00000228688
HGNC:13948	DDX6P1	DDX6-Lp, bA150A6.3			442192	ENSG00000230056
HGNC:13949	FKBPL	DIR1, NG7, WISp39	Q9UIM3	617076	63943	ENSG00000204315
HGNC:1395	CACNA1H	Cav3.2	O95180	607904	8912	ENSG00000196557
HGNC:13950	GAPDHP15	GAPDH-Lp, b55C20.4			642317	ENSG00000214563
HGNC:13951	GPR89P	C11H1.2-Lp			394254	ENSG00000216915
HGNC:13952	GPXP3	GPX5p, dJ1186N24.1				
HGNC:13954	H2BC12	H2BFAiii	O60814	615045	85236	ENSG00000197903
HGNC:13957	HNRNPA1P1	hnRNPA1-Lp, b34I8.2			645950	ENSG00000218347
HGNC:13958	HNRNPA1P2	dJ372B18.1			100131609	ENSG00000237285
HGNC:13959	HTATSF1P1	TAT-SF1-L, dJ1033B10.6			387039	ENSG00000223457
HGNC:1396	CACNA1I	Cav3.3	Q9P0X4	608230	8911	ENSG00000100346
HGNC:13960	LYPLA2L	APT, dJ570F3.6				
HGNC:13961	MAS1L	MAS-L, MRG, dJ994E9.2	P35410	607235	116511	ENSG00000204687
HGNC:13962	NOP56P1	NOP56-L, dJ207F6.1			646192	ENSG00000235559
HGNC:13963	OR12D3	hs6M1-27	Q9UGF7		81797	ENSG00000112462
HGNC:13964	OR1F12	hs6M1-35P, OR1F12Q	Q8NHA8		442179	ENSG00000220721
